id,numero_plant,date_plantation,age_plant,longitude,latitude,suivi_biannuelle,altitude,zone_pedo,distance_a_mer_reel,commentaires,geom
490,"RN 00501",2013-07-18,2,77.5774,-37.8022,,60,16,0,,0104000020D70B0000010000000101000000BFC53DBEB1A95641AE3CFE20F0F73341
491,"RN 00502",2013-07-18,2,77.5774,-37.8023,1,60,16,0,,0104000020D70B00000A0000000101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF733410101000000C5A5E379AEA9564119ED1240EDF73341
492,"RN 00503",2013-07-18,2,77.5773,-37.8023,,60,16,0,,0104000020D70B00000100000001010000004EF0B5E7ADA95641CFB7809EF7F73341
493,"RN 00504",2013-07-18,2,77.5774,-37.8024,,60,16,0,,0104000020D70B000001000000010100000087B38935ABA95641CFC5275FEAF73341
494,"RN 00505",2013-07-18,2,77.5775,-37.8024,1,60,16,0,,0104000020D70B00000100000001010000000508B7C7ABA95641DF36BB00E0F73341
495,"RN 00506",2013-07-18,2,77.5774,-37.8024,,60,16,0,,0104000020D70B000001000000010100000087B38935ABA95641CFC5275FEAF73341
496,"RN 00507",2013-07-18,2,77.5774,-37.8024,,60,16,0,,0104000020D70B000001000000010100000087B38935ABA95641CFC5275FEAF73341
497,"RN 00508",2013-07-18,2,77.5774,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000C5A5E379AEA9564119ED1240EDF73341
498,"RN 00509",2013-07-18,2,77.5774,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000C5A5E379AEA9564119ED1240EDF73341
499,"RN 00510",2013-07-18,2,77.5775,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000570F110CAFA9564183DFA4E1E2F73341
500,"RN 00511",2013-07-18,2,77.5775,-37.8024,1,60,16,0,,0104000020D70B00000100000001010000000508B7C7ABA95641DF36BB00E0F73341
501,"RN 00512",2013-07-18,2,77.5775,-37.8022,,60,16,0,,0104000020D70B000001000000010100000063446B50B2A956416FB08EC2E5F73341
502,"RN 00513",2013-07-18,2,77.5775,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000570F110CAFA9564183DFA4E1E2F73341
503,"RN 00514",2013-07-18,2,77.5774,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000C5A5E379AEA9564119ED1240EDF73341
504,"RN 00515",2013-07-18,2,77.5774,-37.8024,,60,16,0,,0104000020D70B000001000000010100000087B38935ABA95641CFC5275FEAF73341
505,"RN 00516",2013-07-18,2,77.5775,-37.8022,,60,16,0,,0104000020D70B000001000000010100000063446B50B2A956416FB08EC2E5F73341
506,"RN 00517",2013-07-18,2,77.5774,-37.8023,1,60,16,0,,0104000020D70B0000010000000101000000C5A5E379AEA9564119ED1240EDF73341
507,"RN 00518",2013-07-18,2,77.5774,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000C5A5E379AEA9564119ED1240EDF73341
508,"RN 00519",2013-07-18,2,77.5775,-37.8024,,60,16,0,,0104000020D70B00000100000001010000000508B7C7ABA95641DF36BB00E0F73341
509,"RN 00520",2013-07-18,2,77.5775,-37.8022,1,60,16,0,,0104000020D70B000001000000010100000063446B50B2A956416FB08EC2E5F73341
510,"RN 00521",2013-07-18,2,77.5773,-37.8022,,60,16,0,,0104000020D70B000001000000010100000036FB0F2CB1A956410D866D7FFAF73341
511,"RN 00522",2013-07-18,2,77.5774,-37.8024,,60,16,0,,0104000020D70B000001000000010100000087B38935ABA95641CFC5275FEAF73341
512,"RN 00523",2013-07-18,2,77.5775,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000570F110CAFA9564183DFA4E1E2F73341
513,"RN 00524",2013-07-18,2,77.5775,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000570F110CAFA9564183DFA4E1E2F73341
514,"RN 00525",2013-07-18,2,77.5775,-37.8021,,60,16,0,,0104000020D70B00000100000001010000002BA7C594B5A95641A9A978A3E8F73341
515,"RN 00526",2013-07-18,2,77.5774,-37.8024,,60,16,0,,0104000020D70B000001000000010100000087B38935ABA95641CFC5275FEAF73341
516,"RN 00527",2013-07-18,2,77.5774,-37.8024,,60,16,0,,0104000020D70B000001000000010100000087B38935ABA95641CFC5275FEAF73341
517,"RN 00528",2013-07-18,2,77.5774,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000C5A5E379AEA9564119ED1240EDF73341
518,"RN 00529",2013-07-18,2,77.5773,-37.8023,,60,16,0,,0104000020D70B00000100000001010000004EF0B5E7ADA95641CFB7809EF7F73341
519,"RN 00530",2013-07-18,2,77.5774,-37.8023,,60,16,0,,0104000020D70B0000010000000101000000C5A5E379AEA9564119ED1240EDF73341
520,"RN 00531",2013-07-11,2,77.5802,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
521,"RN 00532",2013-07-11,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
522,"RN 00533",2013-07-17,2,77.5803,-37.8024,,32,16,0,,0104000020D70B000001000000010100000074E433C4BBA956412E8571ACBDF63341
523,"RN 00534",2013-07-17,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
524,"RN 00535",2013-07-11,2,77.5803,-37.8021,,32,16,0,,0104000020D70B00000100000001010000007C6D4991C5A95641D568B14EC6F63341
525,"RN 00536",2013-07-11,2,77.5802,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000768BC7BAC1A95641AB2668CCCDF63341
526,"RN 00537",2013-07-17,2,77.5803,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000EABCD77FB8A9564134DFB1CBBAF63341
527,"RN 00538",2013-07-17,2,77.5803,-37.8024,,32,16,0,,0104000020D70B000001000000010100000074E433C4BBA956412E8571ACBDF63341
528,"RN 00539",2013-07-17,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
529,"RN 00540",2013-07-17,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
530,"RN 00541",2013-07-11,2,77.5801,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000420EA228C1A9564187C0DE2AD8F63341
531,"RN 00542",2013-07-11,2,77.5802,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
532,"RN 00543",2013-07-11,2,77.5801,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D58C8D5BB7A95641C95D9688CFF63341
533,"RN 00544",2013-07-17,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
534,"RN 00545",2013-07-17,2,77.5802,-37.802,,13,16,0,,0104000020D70B00000100000001010000008AF08043C8A95641F189EB8DD3F63341
535,"RN 00546",2013-07-11,2,77.5802,-37.802,,13,16,0,,0104000020D70B00000100000001010000008AF08043C8A95641F189EB8DD3F63341
536,"RN 00547",2013-07-17,2,77.5802,-37.8021,,13,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
537,"RN 00548",2013-07-11,2,77.5802,-37.8024,,32,16,0,,0104000020D70B00000100000001010000004EDD0E32BBA956418864E50AC8F63341
538,"RN 00549",2013-07-17,2,77.5804,-37.8021,,13,16,0,,0104000020D70B0000010000000101000000F0676E23C6A956419FCA38F0BBF63341
539,"RN 00550",2013-07-17,2,77.5802,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000768BC7BAC1A95641AB2668CCCDF63341
540,"RN 00551",2013-07-11,2,77.5801,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000420EA228C1A9564187C0DE2AD8F63341
541,"RN 00552",2013-07-17,2,77.5802,-37.8021,,13,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
542,"RN 00553",2013-07-11,2,77.5802,-37.8023,1,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
543,"RN 00554",2013-07-17,2,77.5801,-37.8021,,13,16,0,,0104000020D70B0000010000000101000000DC94FE6CC4A95641ADDCA10BDBF63341
544,"RN 00555",2013-07-11,2,77.5802,-37.8024,1,32,16,0,,0104000020D70B00000100000001010000004EDD0E32BBA956418864E50AC8F63341
545,"RN 00556",2013-07-17,2,77.5802,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
546,"RN 00557",2013-07-17,2,77.5803,-37.8021,,32,16,0,,0104000020D70B00000100000001010000007C6D4991C5A95641D568B14EC6F63341
547,"RN 00558",2013-07-11,2,77.5802,-37.8024,1,32,16,0,,0104000020D70B00000A00000001010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F6334101010000004EDD0E32BBA956418864E50AC8F63341
548,"RN 00559",2013-07-11,2,77.5804,-37.802,,13,16,0,,0104000020D70B00000100000001010000007D5BCB67C9A956411793F7D0BEF63341
599,"RN 00610",2013-07-11,2,77.5801,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D58C8D5BB7A95641C95D9688CFF63341
549,"RN 00560",2013-07-11,2,77.5801,-37.8024,1,32,16,0,,0104000020D70B00000A00000001010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F63341
550,"RN 00561",2013-07-03,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
551,"RN 00562",2013-07-17,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
552,"RN 00563",2013-07-11,2,77.5802,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D2CAB2EDB7A95641E33F242AC5F63341
553,"RN 00564",2013-07-11,2,77.5801,-37.8025,1,32,16,0,,0104000020D70B00000A0000000101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF633410101000000D58C8D5BB7A95641C95D9688CFF63341
554,"RN 00565",2013-07-17,2,77.5804,-37.8024,1,32,16,0,,0104000020D70B0000010000000101000000B49F5856BCA95641F262FD4DB3F63341
555,"RN 00566",2013-07-17,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
556,"RN 00567",2013-07-11,2,77.5803,-37.8024,1,32,16,0,,0104000020D70B000001000000010100000074E433C4BBA956412E8571ACBDF63341
557,"RN 00568",2013-07-17,2,77.5801,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D58C8D5BB7A95641C95D9688CFF63341
558,"RN 00569",2013-07-11,2,77.5802,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D2CAB2EDB7A95641E33F242AC5F63341
559,"RN 00570",2013-07-11,2,77.5802,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D2CAB2EDB7A95641E33F242AC5F63341
560,"RN 00571",2013-07-17,2,77.5803,-37.8024,,32,16,0,,0104000020D70B000001000000010100000074E433C4BBA956412E8571ACBDF63341
561,"RN 00572",2013-07-17,2,77.5802,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
562,"RN 00573",2013-07-11,2,77.5804,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000F0676E23C6A956419FCA38F0BBF63341
563,"RN 00574",2013-07-17,2,77.5802,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000768BC7BAC1A95641AB2668CCCDF63341
564,"RN 00575",2013-07-17,2,77.5803,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000EABCD77FB8A9564134DFB1CBBAF63341
565,"RN 00576",2013-07-17,2,77.5802,-37.8025,1,32,16,0,,0104000020D70B0000010000000101000000D2CAB2EDB7A95641E33F242AC5F63341
566,"RN 00577",2013-07-17,2,77.5804,-37.8024,,32,16,0,,0104000020D70B0000010000000101000000B49F5856BCA95641F262FD4DB3F63341
567,"RN 00578",2013-07-17,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
568,"RN 00579",2013-07-11,2,77.5802,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D2CAB2EDB7A95641E33F242AC5F63341
569,"RN 00580",2013-07-17,2,77.5802,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
570,"RN 00581",2013-07-11,2,77.5802,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
571,"RN 00582",2013-07-17,2,77.5803,-37.802,1,13,16,0,,0104000020D70B0000010000000101000000F64BA6D5C8A95641F5AF712FC9F63341
572,"RN 00583",2013-07-17,2,77.5802,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D2CAB2EDB7A95641E33F242AC5F63341
573,"RN 00584",2013-07-17,2,77.5802,-37.8021,1,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
574,"RN 00585",2013-07-11,2,77.5803,-37.8024,,32,16,0,,0104000020D70B000001000000010100000074E433C4BBA956412E8571ACBDF63341
575,"RN 00586",2013-07-11,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
576,"RN 00587",2013-07-17,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
577,"RN 00588",2013-07-17,2,77.5803,-37.8021,1,13,16,0,,0104000020D70B00000100000001010000007C6D4991C5A95641D568B14EC6F63341
578,"RN 00589",2013-07-17,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
579,"RN 00590",2013-07-17,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
580,"RN 00591",2013-07-17,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
581,"RN 00592",2013-07-11,2,77.5802,-37.8024,,32,16,0,,0104000020D70B00000100000001010000004EDD0E32BBA956418864E50AC8F63341
582,"RN 00593",2013-07-11,2,77.5803,-37.8021,,32,16,0,,0104000020D70B00000100000001010000007C6D4991C5A95641D568B14EC6F63341
583,"RN 00594",2013-07-11,2,77.5801,-37.8021,,13,16,0,,0104000020D70B0000010000000101000000DC94FE6CC4A95641ADDCA10BDBF63341
584,"RN 00595",2013-07-11,2,77.5801,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000420EA228C1A9564187C0DE2AD8F63341
585,"RN 00596",2013-07-11,2,77.5802,-37.802,,13,16,0,,0104000020D70B00000100000001010000008AF08043C8A95641F189EB8DD3F63341
586,"RN 00597",2013-07-17,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
587,"RN 00598",2013-07-11,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
588,"RN 00599",2013-07-11,2,77.5802,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000768BC7BAC1A95641AB2668CCCDF63341
589,"RN 00600",2013-07-11,2,77.5801,-37.8024,1,32,16,0,,0104000020D70B00000100000001010000003E8AE99FBAA9564114015969D2F63341
590,"RN 00601",2013-07-11,2,77.5802,-37.802,1,13,16,0,,0104000020D70B00000100000001010000008AF08043C8A95641F189EB8DD3F63341
591,"RN 00602",2013-07-11,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
592,"RN 00603",2013-07-11,2,77.5801,-37.8024,1,32,16,0,,0104000020D70B00000A00000001010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F6334101010000003E8AE99FBAA9564114015969D2F63341
593,"RN 00604",2013-07-11,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
594,"RN 00605",2013-07-17,2,77.5802,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000768BC7BAC1A95641AB2668CCCDF63341
595,"RN 00606",2013-07-03,2,77.5803,-37.802,,13,16,0,,0104000020D70B0000010000000101000000F64BA6D5C8A95641F5AF712FC9F63341
596,"RN 00607",2013-07-11,2,77.5803,-37.802,1,13,16,0,,0104000020D70B0000030000000101000000F64BA6D5C8A95641F5AF712FC9F633410101000000F64BA6D5C8A95641F5AF712FC9F633410101000000F64BA6D5C8A95641F5AF712FC9F63341
597,"RN 00608",2013-07-11,2,77.5802,-37.802,,13,16,0,,0104000020D70B00000100000001010000008AF08043C8A95641F189EB8DD3F63341
598,"RN 00609",2013-07-11,2,77.5804,-37.8022,,32,16,0,,0104000020D70B000001000000010100000023A211DFC2A95641732A7A0FB9F63341
600,"RN 00611",2013-07-17,2,77.5803,-37.802,,13,16,0,,0104000020D70B0000010000000101000000F64BA6D5C8A95641F5AF712FC9F63341
601,"RN 00612",2013-07-11,2,77.5802,-37.8021,,13,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
602,"RN 00613",2013-07-17,2,77.5801,-37.8024,,32,16,0,,0104000020D70B00000100000001010000003E8AE99FBAA9564114015969D2F63341
603,"RN 00614",2013-07-11,2,77.5802,-37.8024,,32,16,0,,0104000020D70B00000100000001010000004EDD0E32BBA956418864E50AC8F63341
604,"RN 00615",2013-07-11,2,77.5804,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000F0676E23C6A956419FCA38F0BBF63341
605,"RN 00616",2013-07-11,2,77.5802,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000768BC7BAC1A95641AB2668CCCDF63341
606,"RN 00617",2013-07-11,2,77.5802,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
607,"RN 00618",2013-07-11,2,77.5802,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000D2CAB2EDB7A95641E33F242AC5F63341
608,"RN 00619",2013-07-17,2,77.5802,-37.8021,,32,16,0,,0104000020D70B0000010000000101000000202724FFC4A9564128C429ADD0F63341
609,"RN 00620",2013-07-17,2,77.5803,-37.8024,,32,16,0,,0104000020D70B000001000000010100000074E433C4BBA956412E8571ACBDF63341
610,"RN 00621",2013-07-11,2,77.5801,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000420EA228C1A9564187C0DE2AD8F63341
611,"RN 00622",2013-07-11,2,77.5802,-37.8023,1,32,16,0,,0104000020D70B00000A0000000101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF633410101000000851D6B76BEA9564175B1A6EBCAF63341
612,"RN 00623",2013-07-11,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
613,"RN 00624",2013-07-11,2,77.5802,-37.8022,1,32,16,0,,0104000020D70B0000090000000101000000768BC7BAC1A95641AB2668CCCDF633410101000000768BC7BAC1A95641AB2668CCCDF633410101000000768BC7BAC1A95641AB2668CCCDF633410101000000768BC7BAC1A95641AB2668CCCDF633410101000000768BC7BAC1A95641AB2668CCCDF633410101000000768BC7BAC1A95641AB2668CCCDF633410101000000768BC7BAC1A95641AB2668CCCDF633410101000000768BC7BAC1A95641AB2668CCCDF633410101000000768BC7BAC1A95641AB2668CCCDF63341
614,"RN 00625",2013-07-11,2,77.5802,-37.8023,,32,16,0,,0104000020D70B0000010000000101000000851D6B76BEA9564175B1A6EBCAF63341
615,"RN 00626",2013-07-11,2,77.5803,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
616,"RN 00627",2013-07-11,2,77.5801,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000420EA228C1A9564187C0DE2AD8F63341
617,"RN 00628",2013-07-11,2,77.5801,-37.8023,,32,16,0,,0104000020D70B000001000000010100000062B545E4BDA95641A8CC1B4AD5F63341
618,"RN 00629",2013-07-11,2,77.5802,-37.8022,,32,16,0,,0104000020D70B0000010000000101000000768BC7BAC1A95641AB2668CCCDF63341
619,"RN 00630",2013-07-11,2,77.5803,-37.8022,1,32,16,0,,0104000020D70B0000010000000101000000BFBCEC4CC2A95641FF49F16DC3F63341
620,"RN 00631",2013-07-19,2,77.5799,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000232D4237B6A95641E2D07945E4F63341
621,"RN 00632",2013-07-19,2,77.58,-37.8025,1,32,16,0,,0104000020D70B00000A0000000101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F63341
622,"RN 00633",2013-07-19,2,77.5799,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000232D4237B6A95641E2D07945E4F63341
623,"RN 00634",2013-07-19,2,77.5799,-37.8025,1,32,16,0,,0104000020D70B00000A0000000101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F63341
624,"RN 00635",2013-07-19,2,77.5799,-37.8024,1,32,16,0,,0104000020D70B00000300000001010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F63341
625,"RN 00636",2013-07-19,2,77.58,-37.8024,,32,16,0,,0104000020D70B000001000000010100000047EBC30DBAA95641B25ACCC7DCF63341
626,"RN 00637",2013-07-19,2,77.5799,-37.8025,1,32,16,0,,0104000020D70B00000A0000000101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F633410101000000232D4237B6A95641E2D07945E4F63341
627,"RN 00638",2013-07-19,2,77.5799,-37.8025,,32,16,0,,0104000020D70B0000010000000101000000232D4237B6A95641E2D07945E4F63341
628,"RN 00639",2013-07-19,2,77.5799,-37.8024,,32,16,0,,0104000020D70B00000100000001010000006A009E7BB9A956417F713F26E7F63341
629,"RN 00640",2013-07-19,2,77.5799,-37.8024,,32,16,0,,0104000020D70B00000100000001010000006A009E7BB9A956417F713F26E7F63341
630,"RN 00641",2013-07-19,2,77.5799,-37.8024,1,32,16,0,,0104000020D70B00000900000001010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F6334101010000006A009E7BB9A956417F713F26E7F63341
631,"RN 00642",2013-07-19,2,77.58,-37.8025,1,32,16,0,,0104000020D70B0000080000000101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F633410101000000F00268C9B6A95641BE3808E7D9F63341
632,"RN 00643",2013-07-19,2,77.5773,-37.8024,,60,16,0,,0104000020D70B000001000000010100000022135CA3AAA95641DE1194BDF4F73341
633,"RN 00644",2013-07-17,2,77.5803,-37.8027,1,32,16,0,,0104000020D70B00000A000000010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341
634,"RN 00645",2013-07-17,2,77.5803,-37.8027,1,32,16,0,,0104000020D70B00000A000000010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341010100000007F71FF7B1A956411B0C330AB5F63341
635,"RN 00646",2013-07-19,2,77.5774,-37.8025,,60,16,0,,0104000020D70B000001000000010100000005EF2FF1A7A95641D2C63C7EE7F73341
636,"RN 00647",2013-07-19,2,77.5774,-37.8025,,60,16,0,,0104000020D70B000001000000010100000005EF2FF1A7A95641D2C63C7EE7F73341
