id,numero_plant,date_plantation,age_plant,longitude,latitude,suivi_biannuelle,altitude,zone_pedo,distance_a_mer_reel,commentaires,geom
107,"RN 00108",2012-07-31,2,77.5482,-37.8037,,165,16,0,,0104000020D70B00000100000001010000003AD201D1D9A8564129113E6598033441
253,"RN 00255",2012-07-31,2,77.546,-37.802,,130,16,0,,0104000020D70B0000010000000101000000ED7DAAC104A956410616CF88AD043441
852,"RN 00864",2013-10-27,2,77.5362,-37.8079,,140,16,0,,0104000020D70B00000100000001010000001D9019EB0BA85641EC8D1429FB073441
1109,"RN 01124",2014-06-04,2,77.5447,-37.8049,,160,16,0,,0104000020D70B00000100000001010000006DD299959EA85641C1A08D9EE0043441
1,"RN 00001",2012-07-31,2,77.5488,-37.8049,,170,16,0,,0104000020D70B0000010000000101000000A6A01B0DB6A856412802039237033441
2,"RN 00002",2012-07-31,2,77.5486,-37.805,1,170,16,0,,0104000020D70B00000A0000000101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B490334410101000000740BDDA3B1A856416F7E656B49033441
3,"RN 00003",2012-07-31,2,77.5494,-37.8053,,170,16,0,,0104000020D70B000001000000010100000093B61F6BACA856414772EFD3ED023441
4,"RN 00004",2012-07-31,2,77.5491,-37.8053,1,170,16,0,,0104000020D70B00000A0000000101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C0334410101000000BF12A4B3AAA856418ED4D5ED0C033441
5,"RN 00005",2012-07-31,2,77.5495,-37.8051,,170,16,0,,0104000020D70B000001000000010100000056651986B3A8564147CC063BE9023441
15,"RN 00015",2012-07-31,2,77.5491,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000BF12A4B3AAA856418ED4D5ED0C033441
16,"RN 00016",2012-07-31,2,77.5493,-37.8052,1,170,16,0,,0104000020D70B00000A0000000101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB023441
17,"RN 00017",2012-07-31,2,77.5488,-37.8049,1,170,16,0,,0104000020D70B0000030000000101000000A6A01B0DB6A8564128020392370334410101000000A6A01B0DB6A8564128020392370334410101000000A6A01B0DB6A856412802039237033441
18,"RN 00018",2012-07-31,2,77.5487,-37.805,,170,16,0,,0104000020D70B00000100000001010000001D9E5D36B2A85641B11E6B0D3F033441
19,"RN 00019",2012-07-31,2,77.549,-37.8053,1,170,16,0,,0104000020D70B000002000000010100000005EF2421AAA8564190C4CC4B17033441010100000005EF2421AAA8564190C4CC4B17033441
20,"RN 00020",2012-07-31,2,77.5487,-37.805,,170,16,0,,0104000020D70B00000100000001010000001D9E5D36B2A85641B11E6B0D3F033441
21,"RN 00021",2012-07-31,2,77.5494,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000F2469BF3B2A8564192C50199F3023441
413,"RN 00417",2012-07-31,2,77.5489,-37.804,,160,16,0,,0104000020D70B00000100000001010000005A12D005D4A85641A0FB262B47033441
1016,"RN 01030",2013-08-28,2,77.559,-37.8028,,114,16,0,,0104000020D70B0000010000000101000000B641150035A95641A0BDD6A352FF3341
6,"RN 00006",2012-07-31,2,77.5488,-37.8049,,170,16,0,,0104000020D70B0000010000000101000000A6A01B0DB6A856412802039237033441
7,"RN 00007",2012-07-31,2,77.5488,-37.8054,,170,16,0,,0104000020D70B000001000000010100000002BFE8B7A5A85641E3F6272529033441
8,"RN 00008",2012-07-31,2,77.5494,-37.8051,1,170,16,0,,0104000020D70B0000030000000101000000F2469BF3B2A8564192C50199F30234410101000000F2469BF3B2A8564192C50199F30234410101000000F2469BF3B2A8564192C50199F3023441
9,"RN 00009",2012-07-31,2,77.5488,-37.8049,1,170,16,0,,0104000020D70B0000010000000101000000A6A01B0DB6A856412802039237033441
10,"RN 00010",2012-07-31,2,77.5493,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000BB12DF1CAFA8564177BF7114FB023441
11,"RN 00011",2012-07-31,2,77.5489,-37.8049,1,170,16,0,,0104000020D70B0000030000000101000000A4B09B9FB6A85641C19D06342D0334410101000000A4B09B9FB6A85641C19D06342D0334410101000000A4B09B9FB6A85641C19D06342D033441
12,"RN 00012",2012-07-31,2,77.5495,-37.8052,,170,16,0,,0104000020D70B00000100000001010000002D71DB41B0A856410C0D7F58E6023441
13,"RN 00013",2012-07-31,2,77.5493,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000BB12DF1CAFA8564177BF7114FB023441
14,"RN 00014",2012-07-31,2,77.5494,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000E7675DAFAFA85641BC8778B6F0023441
188,"RN 00190",2012-07-31,2,77.5481,-37.8038,,165,16,0,,0104000020D70B0000010000000101000000E2643FFAD5A8564176AEABE09F033441
236,"RN 00238",2012-07-31,2,77.5461,-37.802,,130,16,0,,0104000020D70B00000100000001010000007D3F355405A9564120AFAE2AA3043441
22,"RN 00022",2012-07-31,2,77.5488,-37.8049,,170,16,0,,0104000020D70B0000010000000101000000A6A01B0DB6A856412802039237033441
23,"RN 00023",2012-07-31,2,77.5494,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000F2469BF3B2A8564192C50199F3023441
24,"RN 00024",2012-07-31,2,77.5489,-37.8048,,170,16,0,,0104000020D70B000001000000010100000044AFD9E3B9A85641C3CD971630033441
25,"RN 00025",2012-07-31,2,77.5494,-37.8052,1,170,16,0,,0104000020D70B0000030000000101000000E7675DAFAFA85641BC8778B6F00234410101000000E7675DAFAFA85641BC8778B6F00234410101000000E7675DAFAFA85641BC8778B6F0023441
26,"RN 00026",2012-07-31,2,77.5487,-37.805,1,170,16,0,,0104000020D70B00000A00000001010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F03344101010000001D9E5D36B2A85641B11E6B0D3F033441
27,"RN 00027",2012-07-31,2,77.5493,-37.8052,1,170,16,0,,0104000020D70B0000020000000101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB023441
28,"RN 00028",2012-07-31,2,77.5493,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000BB12DF1CAFA8564177BF7114FB023441
29,"RN 00029",2012-07-31,2,77.5489,-37.8054,,170,16,0,,0104000020D70B00000100000001010000006665684AA6A856417E0B33C71E033441
30,"RN 00030",2012-07-31,2,77.5494,-37.8053,1,170,16,0,,0104000020D70B00000A000000010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441010100000093B61F6BACA856414772EFD3ED023441
31,"RN 00031",2012-07-31,2,77.5494,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000E7675DAFAFA85641BC8778B6F0023441
32,"RN 00032",2012-07-31,2,77.5489,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000667FA58EA9A856419471C3A921033441
33,"RN 00033",2012-07-31,2,77.549,-37.8053,,170,16,0,,0104000020D70B000001000000010100000005EF2421AAA8564190C4CC4B17033441
34,"RN 00034",2012-07-31,2,77.5493,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000BB12DF1CAFA8564177BF7114FB023441
35,"RN 00035",2012-07-31,2,77.5489,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000667FA58EA9A856419471C3A921033441
36,"RN 00036",2012-07-31,2,77.5493,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000BB12DF1CAFA8564177BF7114FB023441
37,"RN 00037",2012-07-31,2,77.5494,-37.8054,,170,16,0,,0104000020D70B0000010000000101000000FD32E226A9A85641368566F1EA023441
38,"RN 00038",2012-07-31,2,77.5489,-37.8053,1,170,16,0,,0104000020D70B00000A0000000101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A921033441
43,"RN 00043",2012-07-31,2,77.5489,-37.8054,,170,16,0,,0104000020D70B00000100000001010000006665684AA6A856417E0B33C71E033441
42,"RN 00042",2012-07-31,2,77.5495,-37.8052,,170,16,0,,0104000020D70B00000100000001010000002D71DB41B0A856410C0D7F58E6023441
44,"RN 00044",2012-07-31,2,77.5493,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000A7DC1C61B2A85641E77BFCF6FD023441
39,"RN 00039",2012-07-31,2,77.5494,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000E7675DAFAFA85641BC8778B6F0023441
40,"RN 00040",2012-07-31,2,77.5492,-37.8052,1,170,16,0,,0104000020D70B0000010000000101000000AB71608AAEA856412BB46A7205033441
41,"RN 00041",2012-07-31,2,77.5488,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000E1C325FCA8A8564191DBB9072C033441
45,"RN 00045",2012-07-31,2,77.5495,-37.8051,1,170,16,0,,0104000020D70B00000A000000010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441010100000056651986B3A8564147CC063BE9023441
46,"RN 00046",2012-07-31,2,77.5488,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000E1C325FCA8A8564191DBB9072C033441
47,"RN 00047",2012-07-31,2,77.5494,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000E7675DAFAFA85641BC8778B6F0023441
48,"RN 00048",2012-07-31,2,77.5488,-37.8052,1,170,16,0,,0104000020D70B000001000000010100000080F66240ACA85641A7E84BEA2E033441
49,"RN 00049",2012-07-31,2,77.5489,-37.8052,,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
50,"RN 00050",2012-07-31,2,77.5489,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000667FA58EA9A856419471C3A921033441
51,"RN 00051",2012-07-31,2,77.549,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000DF4B6265ADA856416FD45B2E1A033441
52,"RN 00052",2012-07-31,2,77.5492,-37.8053,,170,16,0,,0104000020D70B000001000000010100000094EA2246ABA8564181A1DE8F02033441
53,"RN 00053",2012-07-31,2,77.5495,-37.8052,,170,16,0,,0104000020D70B00000100000001010000002D71DB41B0A856410C0D7F58E6023441
54,"RN 00054",2012-07-31,2,77.5489,-37.8052,1,170,16,0,,0104000020D70B00000A000000010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441
55,"RN 00055",2012-07-31,2,77.5488,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000D256A084AFA85641191EDECC31033441
56,"RN 00056",2012-07-31,2,77.5493,-37.8052,1,170,16,0,,0104000020D70B00000A0000000101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB0234410101000000BB12DF1CAFA8564177BF7114FB023441
57,"RN 00057",2012-07-31,2,77.5494,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000F2469BF3B2A8564192C50199F3023441
58,"RN 00058",2012-07-31,2,77.5489,-37.8052,,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
59,"RN 00059",2012-07-31,2,77.5493,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000BB12DF1CAFA8564177BF7114FB023441
60,"RN 00060",2012-07-31,2,77.549,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000DF4B6265ADA856416FD45B2E1A033441
61,"RN 00061",2012-07-31,2,77.5489,-37.8052,,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
62,"RN 00062",2012-07-31,2,77.5494,-37.8054,,170,16,0,,0104000020D70B0000010000000101000000FD32E226A9A85641368566F1EA023441
63,"RN 00063",2012-07-31,2,77.549,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000DF4B6265ADA856416FD45B2E1A033441
64,"RN 00064",2012-07-31,2,77.5489,-37.8048,1,170,16,0,,0104000020D70B000001000000010100000044AFD9E3B9A85641C3CD971630033441
65,"RN 00065",2012-07-31,2,77.5494,-37.8053,,170,16,0,,0104000020D70B000001000000010100000093B61F6BACA856414772EFD3ED023441
66,"RN 00066",2012-07-31,2,77.5488,-37.8049,1,170,16,0,,0104000020D70B0000030000000101000000A6A01B0DB6A8564128020392370334410101000000A6A01B0DB6A8564128020392370334410101000000A6A01B0DB6A856412802039237033441
67,"RN 00067",2012-07-31,2,77.5487,-37.805,,170,16,0,,0104000020D70B00000100000001010000001D9E5D36B2A85641B11E6B0D3F033441
68,"RN 00068",2012-07-31,2,77.5488,-37.8049,,170,16,0,,0104000020D70B0000010000000101000000A6A01B0DB6A856412802039237033441
69,"RN 00069",2012-07-31,2,77.5493,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000BB12DF1CAFA8564177BF7114FB023441
70,"RN 00070",2012-07-31,2,77.5495,-37.8052,,170,16,0,,0104000020D70B00000100000001010000002D71DB41B0A856410C0D7F58E6023441
71,"RN 00072",2012-07-31,2,77.5489,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000923C2017B0A85641E6B6E46E27033441
72,"RN 00073",2012-07-31,2,77.5488,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000E1C325FCA8A8564191DBB9072C033441
73,"RN 00074",2012-07-31,2,77.5489,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000667FA58EA9A856419471C3A921033441
74,"RN 00075",2012-07-31,2,77.5489,-37.8052,1,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
75,"RN 00076",2012-07-31,2,77.5489,-37.8052,,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
76,"RN 00077",2012-07-31,2,77.5488,-37.8052,,170,16,0,,0104000020D70B000001000000010100000080F66240ACA85641A7E84BEA2E033441
77,"RN 00078",2012-07-31,2,77.5488,-37.8052,,170,16,0,,0104000020D70B000001000000010100000080F66240ACA85641A7E84BEA2E033441
78,"RN 00079",2012-07-31,2,77.5489,-37.8052,,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
79,"RN 00080",2012-07-31,2,77.5489,-37.8049,,170,16,0,,0104000020D70B0000010000000101000000A4B09B9FB6A85641C19D06342D033441
80,"RN 00081",2012-07-31,2,77.5488,-37.8052,,170,16,0,,0104000020D70B000001000000010100000080F66240ACA85641A7E84BEA2E033441
81,"RN 00082",2012-07-31,2,77.549,-37.8053,,170,16,0,,0104000020D70B000001000000010100000005EF2421AAA8564190C4CC4B17033441
82,"RN 00083",2012-07-31,2,77.5488,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000D256A084AFA85641191EDECC31033441
83,"RN 00084",2012-07-31,2,77.5489,-37.8052,,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
84,"RN 00085",2012-07-31,2,77.5489,-37.8053,1,170,16,0,,0104000020D70B00000A0000000101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A9210334410101000000667FA58EA9A856419471C3A921033441
85,"RN 00086",2012-07-31,2,77.5489,-37.8052,,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
86,"RN 00087",2012-07-31,2,77.5488,-37.8053,1,170,16,0,,0104000020D70B0000010000000101000000E1C325FCA8A8564191DBB9072C033441
87,"RN 00088",2012-07-31,2,77.5488,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000D256A084AFA85641191EDECC31033441
88,"RN 00089",2012-07-31,2,77.5488,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000D256A084AFA85641191EDECC31033441
89,"RN 00090",2012-07-31,2,77.5488,-37.8054,,170,16,0,,0104000020D70B000001000000010100000002BFE8B7A5A85641E3F6272529033441
90,"RN 00091",2012-07-31,2,77.5482,-37.8037,1,165,16,0,,0104000020D70B00000300000001010000003AD201D1D9A8564129113E659803344101010000003AD201D1D9A8564129113E659803344101010000003AD201D1D9A8564129113E6598033441
91,"RN 00092",2012-07-31,2,77.549,-37.8051,,170,16,0,,0104000020D70B00000100000001010000006DD69FA9B0A85641AB0CEB101D033441
92,"RN 00093",2012-07-31,2,77.549,-37.8051,,170,16,0,,0104000020D70B00000100000001010000006DD69FA9B0A85641AB0CEB101D033441
93,"RN 00094",2012-07-31,2,77.5488,-37.8053,,170,16,0,,0104000020D70B0000010000000101000000E1C325FCA8A8564191DBB9072C033441
94,"RN 00095",2012-07-31,2,77.5489,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000923C2017B0A85641E6B6E46E27033441
95,"RN 00096",2012-07-31,2,77.5489,-37.8054,1,170,16,0,,0104000020D70B00000300000001010000006665684AA6A856417E0B33C71E03344101010000006665684AA6A856417E0B33C71E03344101010000006665684AA6A856417E0B33C71E033441
144,"RN 00145",2012-07-31,2,77.5488,-37.8038,,160,16,0,,0104000020D70B0000010000000101000000127CCEFBD9A856410230594E57033441
96,"RN 00097",2012-07-31,2,77.5489,-37.8052,1,170,16,0,,0104000020D70B00000A000000010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441010100000020C7E2D2ACA856410C00548C24033441
97,"RN 00098",2012-07-31,2,77.5488,-37.8051,1,170,16,0,,0104000020D70B00000A0000000101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC310334410101000000D256A084AFA85641191EDECC31033441
98,"RN 00099",2012-07-31,2,77.549,-37.8051,,170,16,0,,0104000020D70B00000100000001010000006DD69FA9B0A85641AB0CEB101D033441
99,"RN 00100",2012-07-31,2,77.549,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000DF4B6265ADA856416FD45B2E1A033441
100,"RN 00101",2012-07-31,2,77.549,-37.8052,1,170,16,0,,0104000020D70B0000010000000101000000DF4B6265ADA856416FD45B2E1A033441
101,"RN 00102",2012-07-31,2,77.549,-37.8051,,170,16,0,,0104000020D70B00000100000001010000006DD69FA9B0A85641AB0CEB101D033441
102,"RN 00103",2012-07-31,2,77.5488,-37.8052,,170,16,0,,0104000020D70B000001000000010100000080F66240ACA85641A7E84BEA2E033441
103,"RN 00104",2012-07-31,2,77.5482,-37.8037,,165,16,0,,0104000020D70B00000100000001010000003AD201D1D9A8564129113E6598033441
104,"RN 00105",2012-07-31,2,77.5459,-37.802,,130,16,0,,0104000020D70B000001000000010100000075701F2F04A95641E239EFE6B7043441
105,"RN 00106",2012-07-31,2,77.549,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000DF4B6265ADA856416FD45B2E1A033441
106,"RN 00107",2012-07-31,2,77.546,-37.8021,,130,16,0,,0104000020D70B00000100000001010000007EE3697D01A956417E230EA6AA043441
108,"RN 00109",2012-07-31,2,77.546,-37.8022,,130,16,0,,0104000020D70B0000010000000101000000CE762939FEA8564160594DC3A7043441
109,"RN 00110",2012-07-31,2,77.5482,-37.8037,,165,16,0,,0104000020D70B00000100000001010000003AD201D1D9A8564129113E6598033441
110,"RN 00111",2012-07-31,2,77.549,-37.8051,,170,16,0,,0104000020D70B00000100000001010000006DD69FA9B0A85641AB0CEB101D033441
111,"RN 00112",2012-07-31,2,77.549,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000DF4B6265ADA856416FD45B2E1A033441
112,"RN 00113",2012-07-31,2,77.5489,-37.8052,,170,16,0,,0104000020D70B000001000000010100000020C7E2D2ACA856410C00548C24033441
113,"RN 00114",2012-07-31,2,77.5482,-37.8038,1,165,16,0,,0104000020D70B00000100000001010000007570C28CD6A85641ABAEA08295033441
114,"RN 00115",2012-07-31,2,77.546,-37.8022,,130,16,0,,0104000020D70B0000010000000101000000CE762939FEA8564160594DC3A7043441
115,"RN 00116",2012-07-31,2,77.5482,-37.8037,,165,16,0,,0104000020D70B00000100000001010000003AD201D1D9A8564129113E6598033441
116,"RN 00117",2012-07-31,2,77.5482,-37.8037,,165,16,0,,0104000020D70B00000100000001010000003AD201D1D9A8564129113E6598033441
117,"RN 00118",2012-07-31,2,77.5489,-37.8051,,170,16,0,,0104000020D70B0000010000000101000000923C2017B0A85641E6B6E46E27033441
118,"RN 00119",2012-07-31,2,77.549,-37.8052,,170,16,0,,0104000020D70B0000010000000101000000DF4B6265ADA856416FD45B2E1A033441
119,"RN 00120",2012-07-31,2,77.546,-37.8022,,130,16,0,,0104000020D70B0000010000000101000000CE762939FEA8564160594DC3A7043441
120,"RN 00121",2012-07-31,2,77.549,-37.8051,,170,16,0,,0104000020D70B00000100000001010000006DD69FA9B0A85641AB0CEB101D033441
121,"RN 00122",2012-07-31,2,77.548,-37.8037,1,165,16,0,,0104000020D70B0000030000000101000000F544FBABD8A85641F5CA5621AD0334410101000000F544FBABD8A85641F5CA5621AD0334410101000000F544FBABD8A85641F5CA5621AD033441
122,"RN 00123",2012-07-31,2,77.5482,-37.8038,,165,16,0,,0104000020D70B00000100000001010000007570C28CD6A85641ABAEA08295033441
123,"RN 00124",2012-07-31,2,77.5461,-37.8025,1,130,16,0,,0104000020D70B00000300000001010000000B9BF3FEF4A856418BFFF2BC9404344101010000000B9BF3FEF4A856418BFFF2BC9404344101010000000B9BF3FEF4A856418BFFF2BC94043441
124,"RN 00125",2012-07-31,2,77.546,-37.8022,1,130,16,0,,0104000020D70B0000030000000101000000CE762939FEA8564160594DC3A70434410101000000CE762939FEA8564160594DC3A70434410101000000CE762939FEA8564160594DC3A7043441
125,"RN 00126",2012-07-31,2,77.548,-37.8037,,165,16,0,,0104000020D70B0000010000000101000000F544FBABD8A85641F5CA5621AD033441
126,"RN 00127",2012-07-31,2,77.546,-37.8019,,130,16,0,,0104000020D70B00000100000001010000001146EB0508A95641EE30906BB0043441
127,"RN 00128",2012-07-31,2,77.546,-37.8023,1,130,16,0,,0104000020D70B0000030000000101000000D837E9F4FAA85641A7B78CE0A40434410101000000D837E9F4FAA85641A7B78CE0A40434410101000000D837E9F4FAA85641A7B78CE0A4043441
128,"RN 00129",2012-07-31,2,77.5483,-37.8038,,165,16,0,,0104000020D70B00000100000001010000001F30451FD7A85641CE6B95248B033441
129,"RN 00130",2012-07-31,2,77.5487,-37.8038,1,160,16,0,,0104000020D70B00000A0000000101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC610334410101000000DF374D69D9A8564106C265AC61033441
130,"RN 00131",2012-07-31,2,77.546,-37.8021,1,130,16,0,,0104000020D70B00000300000001010000007EE3697D01A956417E230EA6AA04344101010000007EE3697D01A956417E230EA6AA04344101010000007EE3697D01A956417E230EA6AA043441
131,"RN 00132",2012-07-31,2,77.546,-37.8021,1,130,16,0,,0104000020D70B00000300000001010000007EE3697D01A956417E230EA6AA04344101010000007EE3697D01A956417E230EA6AA04344101010000007EE3697D01A956417E230EA6AA043441
132,"RN 00133",2012-07-31,2,77.546,-37.8022,1,130,16,0,,0104000020D70B0000030000000101000000CE762939FEA8564160594DC3A70434410101000000CE762939FEA8564160594DC3A70434410101000000CE762939FEA8564160594DC3A7043441
133,"RN 00134",2012-07-31,2,77.548,-37.8037,,165,16,0,,0104000020D70B0000010000000101000000F544FBABD8A85641F5CA5621AD033441
134,"RN 00135",2012-07-31,2,77.546,-37.8021,1,130,16,0,,0104000020D70B00000300000001010000007EE3697D01A956417E230EA6AA04344101010000007EE3697D01A956417E230EA6AA04344101010000007EE3697D01A956417E230EA6AA043441
135,"RN 00136",2012-07-31,2,77.5483,-37.8038,,165,16,0,,0104000020D70B00000100000001010000001F30451FD7A85641CE6B95248B033441
136,"RN 00137",2012-07-31,2,77.5483,-37.8038,,165,16,0,,0104000020D70B00000100000001010000001F30451FD7A85641CE6B95248B033441
137,"RN 00138",2012-07-31,2,77.548,-37.8037,1,165,16,0,,0104000020D70B0000030000000101000000F544FBABD8A85641F5CA5621AD0334410101000000F544FBABD8A85641F5CA5621AD0334410101000000F544FBABD8A85641F5CA5621AD033441
